id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
952,1461296691512971265,"https://twitter.com/zhr0y/statuses/1461296691512971265","https://twitter.com/zhr0y/statuses/1461296691512971265","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6780","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6780","2021-11-18 06:34:15","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
953,1461296680641253376,"https://twitter.com/zhr0y/statuses/1461296680641253376","https://twitter.com/zhr0y/statuses/1461296680641253376","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6779","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6779","2021-11-18 06:34:12","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
954,1461296668536557571,"https://twitter.com/zhr0y/statuses/1461296668536557571","https://twitter.com/zhr0y/statuses/1461296668536557571","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6778","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6778","2021-11-18 06:34:10","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
955,1461296657732030465,"https://twitter.com/zhr0y/statuses/1461296657732030465","https://twitter.com/zhr0y/statuses/1461296657732030465","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6777","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6777","2021-11-18 06:34:07","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
956,1461296646340243460,"https://twitter.com/zhr0y/statuses/1461296646340243460","https://twitter.com/zhr0y/statuses/1461296646340243460","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6776","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6776","2021-11-18 06:34:04","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
957,1461296632889110532,"https://twitter.com/zhr0y/statuses/1461296632889110532","https://twitter.com/zhr0y/statuses/1461296632889110532","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6775","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6775","2021-11-18 06:34:01","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
958,1461296621258297351,"https://twitter.com/zhr0y/statuses/1461296621258297351","https://twitter.com/zhr0y/statuses/1461296621258297351","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6774","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6774","2021-11-18 06:33:58","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
959,1461296610021822465,"https://twitter.com/zhr0y/statuses/1461296610021822465","https://twitter.com/zhr0y/statuses/1461296610021822465","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6773","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6773","2021-11-18 06:33:56","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
960,1461296598680424459,"https://twitter.com/zhr0y/statuses/1461296598680424459","https://twitter.com/zhr0y/statuses/1461296598680424459","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6772","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6772","2021-11-18 06:33:53","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
961,1461296587565518851,"https://twitter.com/zhr0y/statuses/1461296587565518851","https://twitter.com/zhr0y/statuses/1461296587565518851","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6771","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6771","2021-11-18 06:33:50","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
962,1461296575032926209,"https://twitter.com/zhr0y/statuses/1461296575032926209","https://twitter.com/zhr0y/statuses/1461296575032926209","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6770","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6770","2021-11-18 06:33:47","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
963,1461296560617127941,"https://twitter.com/zhr0y/statuses/1461296560617127941","https://twitter.com/zhr0y/statuses/1461296560617127941","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6769","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6769","2021-11-18 06:33:44","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
964,1461296546490683392,"https://twitter.com/zhr0y/statuses/1461296546490683392","https://twitter.com/zhr0y/statuses/1461296546490683392","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6768","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6768","2021-11-18 06:33:40","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
965,1461296535484784647,"https://twitter.com/zhr0y/statuses/1461296535484784647","https://twitter.com/zhr0y/statuses/1461296535484784647","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6767","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6767","2021-11-18 06:33:38","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
966,1461296524378329092,"https://twitter.com/zhr0y/statuses/1461296524378329092","https://twitter.com/zhr0y/statuses/1461296524378329092","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6766","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6766","2021-11-18 06:33:35","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
967,1461296513401835520,"https://twitter.com/zhr0y/statuses/1461296513401835520","https://twitter.com/zhr0y/statuses/1461296513401835520","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6765","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6765","2021-11-18 06:33:33","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
968,1461296504321150977,"https://twitter.com/zhr0y/statuses/1461296504321150977","https://twitter.com/zhr0y/statuses/1461296504321150977","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6764","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6764","2021-11-18 06:33:30","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
969,1461296482686959619,"https://twitter.com/zhr0y/statuses/1461296482686959619","https://twitter.com/zhr0y/statuses/1461296482686959619","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6763","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6763","2021-11-18 06:33:25","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
970,1461296468388499458,"https://twitter.com/zhr0y/statuses/1461296468388499458","https://twitter.com/zhr0y/statuses/1461296468388499458","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6762","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6762","2021-11-18 06:33:22","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
971,1461296455964975104,"https://twitter.com/zhr0y/statuses/1461296455964975104","https://twitter.com/zhr0y/statuses/1461296455964975104","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6761","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6761","2021-11-18 06:33:19","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
972,1461296444363608069,"https://twitter.com/zhr0y/statuses/1461296444363608069","https://twitter.com/zhr0y/statuses/1461296444363608069","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6760","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6760","2021-11-18 06:33:16","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
973,1461296431751254016,"https://twitter.com/zhr0y/statuses/1461296431751254016","https://twitter.com/zhr0y/statuses/1461296431751254016","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6759","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6759","2021-11-18 06:33:13","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
974,1461296420393144321,"https://twitter.com/zhr0y/statuses/1461296420393144321","https://twitter.com/zhr0y/statuses/1461296420393144321","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6758","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6758","2021-11-18 06:33:10","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
975,1461296403062616065,"https://twitter.com/zhr0y/statuses/1461296403062616065","https://twitter.com/zhr0y/statuses/1461296403062616065","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6757","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6757","2021-11-18 06:33:06","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
976,1461296391695712257,"https://twitter.com/zhr0y/statuses/1461296391695712257","https://twitter.com/zhr0y/statuses/1461296391695712257","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6756","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6756","2021-11-18 06:33:04","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
977,1461296380429750273,"https://twitter.com/zhr0y/statuses/1461296380429750273","https://twitter.com/zhr0y/statuses/1461296380429750273","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6755","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6755","2021-11-18 06:33:01","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
978,1461296369310715904,"https://twitter.com/zhr0y/statuses/1461296369310715904","https://twitter.com/zhr0y/statuses/1461296369310715904","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6754","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6754","2021-11-18 06:32:58","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
979,1461296356119638025,"https://twitter.com/zhr0y/statuses/1461296356119638025","https://twitter.com/zhr0y/statuses/1461296356119638025","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6753","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6753","2021-11-18 06:32:55","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
980,1461296344799219717,"https://twitter.com/zhr0y/statuses/1461296344799219717","https://twitter.com/zhr0y/statuses/1461296344799219717","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6752","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6752","2021-11-18 06:32:52","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
981,1461296341083049986,"https://twitter.com/dwnxgmz/statuses/1461296341083049986","https://twitter.com/dwnxgmz/statuses/1461296341083049986","dwnxgmz","sedih aku maghrib2 dengar makian abang grab dalam call hahaha tapi dia tak marah aku kott, marah grab je","sedih aku maghrib2 dengar makian abang grab dalam call hahaha tapi dia tak marah aku kott, marah grab je","2021-11-18 06:32:51","Twitter for iPhone",0,0,"in","","original","",0,0,"",0,0,982542682546302977,"https://pbs.twimg.com/profile_images/1452126773269843970/HJ1Y7a-k_normal.jpg",281,9,6,"2018-04-07 04:56:45","MY","","",
982,1461296332186947586,"https://twitter.com/zhr0y/statuses/1461296332186947586","https://twitter.com/zhr0y/statuses/1461296332186947586","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6751","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6751","2021-11-18 06:32:49","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
983,1461296323299184643,"https://twitter.com/zhr0y/statuses/1461296323299184643","https://twitter.com/zhr0y/statuses/1461296323299184643","zhr0y","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6750","@GrabID Yuk, merapat di Grab 11.11 Serba 1RB Sale tanggal 11-17 November. Nikmati diskon beragam layanan Grab &amp; dapatkan gadget idamanmu hanya dengan 1RB OVO Points. #SERBA1RBSALE 6750","2021-11-18 06:32:47","Twitter for iPhone",0,0,"in","","reply","zhr0y",1453290860586672134,1459837799452975104,"",0,0,1453290860586672134,"https://pbs.twimg.com/profile_images/1453291999151460354/3s06xwoD_normal.jpg",9995,9,1,"2021-10-27 05:22:15","akun keduanya @pinkxyzz","","",
